,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,key,mode,liveness,loudness,speechiness,tempo,time_signature,valence
149,What's Your Name,Doo Wop Classic Ballads Vol 2,Don & Juan,2009,137253,0,0.288,0.837,0.333,0.0,5,1,0.078,-8.992,0.0366,199.299,3,0.829
150,Sugar Shack - Re-Recording,#1 Hits Of The 60's,Jimmy Gilmer,2009-09-30,114933,12,0.83,0.582,0.434,0.000263,6,1,0.119,-15.476,0.0585,131.946,4,0.922
151,Surfin' U.S.A.,50 Big Ones: Greatest Hits,The Beach Boys,2012-01-01,150160,56,0.549,0.398,0.805,1.29e-06,3,1,0.0938,-7.436,0.0368,160.753,4,0.969
152,The End of the World,The Essential Skeeter Davis,Skeeter Davis,1994-05-23,157573,66,0.232,0.936,0.216,4.93e-06,10,1,0.246,-10.674,0.0314,94.268,3,0.432
153,Rhythm Of The Rain,Classic Radio Favorites,The Cascades,2009-06-30,150880,0,0.67,0.564,0.478,0.00134,4,1,0.0995,-13.356,0.04,115.402,4,0.804
154,He S So Fine,Rock N Roll Diner Volume 4,The Chiffons,2008-06-02,113680,0,0.58,0.427,0.483,0.0,7,1,0.409,-11.213,0.0374,75.59,4,0.913
155,Blue Velvet,The Best Of Bobby Vinton,Bobby Vinton,1962,168093,60,0.376,0.862,0.246,0.0,10,1,0.155,-9.803,0.0286,80.167,1,0.282
156,Hey Paula - Re-Recording,I Love The 60's - 1962,Paul & Paula,2008-11-05,146986,21,0.368,0.854,0.286,0.193,7,1,0.192,-11.807,0.0331,108.445,3,0.3
157,Fingertips,Number 1's,Stevie Wonder,2007-01-01,190426,0,0.331,0.587,0.883,0.16,7,0,0.261,-7.103,0.277,138.197,4,0.304
158,Washington Square,Essential Masters,The Village Stompers,2011-10-01,164040,20,0.802,0.552,0.356,0.148,4,0,0.31,-10.273,0.0414,119.966,4,0.782
159,It's All Right,The Greatest Hits,The Impressions,1998-01-01,166333,0,0.451,0.359,0.508,0.0,1,1,0.339,-8.767,0.194,81.979,3,0.617
160,Can't Get Used to Losing You - Single Version,Andy Williams' Greatest Hits,Andy Williams,1970,142000,47,0.413,0.914,0.164,1.4e-05,0,1,0.0883,-14.579,0.0378,183.178,4,0.845
161,My Boyfriend's Back,#1 Hits Of The 60's,The Angels,2009-09-30,132640,22,0.836,0.398,0.79,0.475,8,1,0.136,-9.054,0.334,135.288,4,0.884
162,Sukiyaki,Lost Hits Of The 60's (All Original Artists & Versions),Kyu Sakamoto,2010-01-01,189520,48,0.415,0.707,0.359,6.53e-05,7,1,0.319,-11.094,0.0334,146.029,4,0.404
163,She's A Fool,20th Century Masters: The Millennium Collection: Best Of Lesley Gore,Lesley Gore,2000-01-01,130066,23,0.535,0.848,0.546,1.55e-06,3,1,0.351,-6.473,0.0303,121.44,4,0.638
164,So Much In Love - Re-Recording,#1 Hits Of The 60's,The Tymes,2009-09-30,139613,17,0.433,0.81,0.426,0.0,10,1,0.702,-15.07,0.113,78.971,4,0.606
165,"Puff, the Magic Dragon - 2004 Remaster","The Very Best of Peter, Paul and Mary","Peter, Paul and Mary",2005-08-23,208560,50,0.581,0.65,0.143,0.0,9,1,0.104,-16.273,0.0401,144.605,4,0.469
166,Blowin' in the Wind - 2004 Remaster,"The Very Best of Peter, Paul and Mary","Peter, Paul and Mary",2005-08-23,176693,40,0.328,0.75,0.108,0.0,5,1,0.113,-16.426,0.0368,40.12,4,0.567
167,I'm Leaving It Up To You - Re-Recording,#1 Hits Of The 60's,Dale & Grace,2009-09-30,139013,14,0.554,0.612,0.255,0.000137,11,1,0.11,-14.279,0.026,104.873,3,0.684
168,Deep Purple - Rerecorded,#1 Hits Of The 60's,Nino Tempo,2009-09-30,162240,16,0.668,0.396,0.4,0.00776,5,1,0.133,-12.378,0.0311,131.446,4,0.567
169,Wipe Out,Surf Party: Best Of The Surfaris - Live!,The Surfaris,1994,150093,42,0.253,0.000117,0.766,0.892,4,1,0.957,-16.011,0.0329,168.914,4,0.726
170,I Love You Because,The Very Best Of Al Martino,Al Martino,2006-01-01,163226,0,0.309,0.582,0.197,0.00412,8,1,0.145,-13.156,0.0292,88.728,4,0.274
171,Wild Weekend,Wild Weekend,The Rockin' Rebels,1993,138626,32,0.568,0.609,0.81,0.554,2,1,0.117,-5.658,0.0581,124.953,4,0.642
172,You're The Reason I'm Living - 2004 Digital Remaster,The Legendary Bobby Darin,Bobby Darin,2004-09-28,146533,0,0.433,0.763,0.208,0.0,2,1,0.34,-12.817,0.0304,74.898,4,0.417
173,Walk Like a Man - 2007 Remaster,Jersey Beat: The Music Of Frankie Valli and The Four Seasons,Frankie Valli & The Four Seasons,2007-06-04,137000,30,0.707,0.324,0.796,5.24e-06,5,0,0.0607,-4.608,0.0307,118.21,4,0.961
174,Mockingbird,Doo Wop Golden Oldies Vol 4,Inez Foxx And Charlie Foxx,2009,159439,0,0.853,0.436,0.411,0.0,6,1,0.618,-12.31,0.0392,118.336,4,0.944
175,I Will Follow Him,I Will Follow Him,Little Peggy March,2011-01-01,151933,28,0.64,0.756,0.502,1.49e-06,0,1,0.56,-8.452,0.0351,122.93,4,0.884
176,Pipeline,100 Years of Surfing,The Chantays,2007-05-21,129813,0,0.404,0.411,0.84,0.944,9,0,0.331,-8.582,0.0312,153.939,4,0.591
177,Surf City - Re-Recording,#1 Hits Of The 60's,Jan & Dean,2009-09-30,148080,20,0.473,0.328,0.825,0.000742,8,1,0.0784,-10.439,0.0303,148.716,4,0.976
178,It's My Party - Rerecorded,Rock & Roll Party,Lesley Gore,2002-08-01,134453,27,0.797,0.581,0.542,0.0105,9,1,0.126,-8.966,0.045,133.709,4,0.963
179,Blame It On The Bossa Nova,The Hits of Steve Lawrence & Eydie Gorme,Eydie Gormé,2011-09-01,152331,16,0.688,0.406,0.54,1.08e-06,1,1,0.277,-9.542,0.0349,80.745,4,0.951
180,You Can't Sit Down,The Best Of The Dovells 1961-1965,The Dovells,2005-10-18,139373,19,0.538,0.155,0.897,0.0,5,1,0.352,-5.586,0.118,81.823,4,0.968
181,Heat Wave - Stereo Mix with Fade,Motown: The Complete No. 1's,Martha Reeves & The Vandellas,2008-01-01,183840,0,0.515,0.641,0.818,0.00139,0,0,0.768,-5.355,0.0464,82.57,4,0.771
182,Denise,Doo Wop,Randy & The Rainbows,2008-10-27,123480,0,0.548,0.601,0.639,0.0,7,1,0.0996,-14.327,0.0784,125.409,4,0.829
183,Walk Right In,Vanguard Visionaries,The Rooftop Singers,2007-01-01,157266,48,0.681,0.791,0.66,0.0364,3,1,0.0669,-10.426,0.0319,130.019,4,0.965
184,If You Wanna Be Happy,Popular Gold Hits Vol 4,Jimmy Soul,2011-07-07,134359,0,0.678,0.899,0.781,0.0503,10,1,0.401,-8.033,0.0613,92.917,4,0.938
185,Surfer Girl,50 Big Ones: Greatest Hits,The Beach Boys,2012-01-01,147946,39,0.521,0.376,0.325,3.41e-06,2,1,0.12,-10.825,0.0261,105.23,3,0.633
186,If I Had A Hammer,Trini Lopez - If I Had A Hammer,Trini Lopez,2008-06-23,178400,0,0.551,0.387,0.928,1.14e-05,11,0,0.817,-10.141,0.0629,86.293,4,0.89
187,Everybody - Re-Recording,100 Hits Of The Swingin' 60's,Tommy Roe,2009-10-26,192146,1,0.697,0.0745,0.501,0.00124,11,0,0.0759,-11.554,0.188,178.272,4,0.853
188,Easier Said Than Done,Classic Doo Wop Girl Groups,The Essex,2008,129343,0,0.798,0.669,0.391,0.0,9,1,0.202,-11.225,0.0439,134.303,4,0.846
189,Ruby Baby,Super Hits,Dion,1962,156160,35,0.665,0.689,0.579,0.0,4,1,0.116,-13.691,0.0956,121.869,4,0.537
190,Maria Elena,Serie Platino,Los Indios Tabajaras,1997-02-11,188346,30,0.682,0.939,0.169,0.849,11,1,0.113,-15.949,0.0486,83.48,4,0.548
191,Our Day Will Come,The Very Best Of,Ruby And The Romantics,2009-08-01,153960,0,0.56,0.431,0.394,3.05e-06,8,1,0.11,-14.791,0.0454,92.352,4,0.764
192,I Can't Stay Mad At You - Re-Recording,60's Rock 'N' Roll - It's My Party,Skeeter Davis,2009-10-23,129106,6,0.63,0.461,0.611,0.0,1,1,0.0693,-9.554,0.0345,119.446,4,0.857
193,Hello Stranger - Re-Recording,K-tel Classics,Barbara Lewis,2010-01-20,159280,40,0.723,0.659,0.443,0.0,0,1,0.097,-9.991,0.0276,101.937,4,0.902
194,Be My Baby,Be My Baby: The Very Best of The Ronettes,The Ronettes,2011-02-22,160906,71,0.511,0.181,0.769,0.0,4,1,0.0921,-7.032,0.042,129.657,4,0.818
195,Mean Woman Blues,The Soul of Rock and Roll,Roy Orbison,2008-09-30,144440,0,0.327,0.63,0.797,1.18e-05,9,1,0.0785,-7.538,0.093,165.562,4,0.724
196,South Street,Doo Wop Golden Oldies Vol 2,The Orlons,2009,135865,0,0.707,0.171,0.814,0.0,5,1,0.198,-3.999,0.0899,92.197,4,0.785
197,Days Of Wine And Roses - REMASTERED,Greatest Hits - The Best of Henry Mancini,Henry Mancini,2000-09-14,126933,26,0.246,0.852,0.171,0.0,7,0,0.195,-14.435,0.0298,81.235,4,0.205
198,The Monkey Time,The Very Best Of Major Lance,Major Lance,2000-09-05,166600,24,0.799,0.565,0.689,0.0,5,1,0.146,-8.127,0.0443,123.169,4,0.948
199,Candy Girl,The Very Best of Frankie Valli & The 4 Seasons,Frankie Valli & The Four Seasons,2003-01-14,157800,37,0.644,0.719,0.52,0.0,5,1,0.644,-8.163,0.036,126.204,4,0.715
200,Hello Dolly - Hello Dolly,Film Music - Cine 1,Louis Armstrong,2008-11-28,154133,0,0.505,0.63,0.489,0.0,0,1,0.528,-11.323,0.0508,155.827,4,0.729
201,"Oh, Pretty Woman",The Soul of Rock and Roll,Roy Orbison,2008-09-30,182453,0,0.724,0.0335,0.482,8.11e-06,9,1,0.111,-12.392,0.0301,123.268,4,0.929
202,I Get Around - Remastered,The Very Best Of The Beach Boys: Sounds Of Summer,The Beach Boys,2003-01-01,134733,40,0.374,0.49,0.825,0.0,9,0,0.0585,-3.805,0.0561,145.701,4,0.487
203,Everybody Loves Somebody - 2001 - Remastered,Dino: The Essential Dean Martin,Dean Martin,2004,165133,0,0.36,0.761,0.48,0.0,3,1,0.392,-9.195,0.0387,119.041,3,0.474
204,My Guy - Single Version,The Definitive Collection,Mary Wells,2008-01-01,171400,53,0.69,0.688,0.543,1.93e-06,10,1,0.162,-8.686,0.0463,126.459,4,0.927
205,We'll Sing In The Sunshine,Radio Hits Of the '60s,Gale Garnett,1962,175626,26,0.355,0.633,0.44,0.0,11,1,0.218,-6.904,0.0258,106.008,4,0.465
206,Last Kiss - Original,Rock Classics: Our Love Can Still Be Saved,J. Frank Wilson & The Cavaliers,2006-06-25,141750,0,0.703,0.794,0.436,0.00073,1,0,0.105,-10.527,0.0366,134.641,4,0.813
207,Where Did Our Love Go,Motown: The Complete No. 1's,The Supremes,2008-01-01,151853,0,0.542,0.774,0.566,1.25e-06,0,1,0.0716,-7.87,0.0402,134.9,4,0.786
208,People,Funny Girl - Original Soundtrack Recording,Barbra Streisand,1968-09-01,300733,36,0.217,0.918,0.1,7.48e-05,9,1,0.123,-13.68,0.0366,83.99,4,0.0759
209,Java,Treme - The Sound Of New Orleans,Al Hirt,2010-07-09,117093,0,0.663,0.787,0.628,0.871,1,1,0.118,-13.532,0.0479,92.07,4,0.963
210,Do Wah Diddy Diddy - 2007 Remastered Version,Manfred Mann - Down The Road Apiece (Their EMI Recordings 1963-1966),Manfred Mann,2007-08-13,143786,0,0.66,0.274,0.581,0.0,4,1,0.0603,-7.626,0.0475,125.482,4,0.952
211,Please Please Me,Enjoy The Beatles!,Abbey Road,1994-01-01,122213,8,0.571,0.296,0.55,0.0,4,1,0.16,-13.856,0.0312,142.248,4,0.875
212,Dancing In The Street,Golden Moments,Martha Reeves & The Vandellas,2010-09-06,159920,0,0.543,0.0567,0.807,0.000858,11,0,0.32,-5.973,0.0359,126.157,4,0.685
213,Little Children,The Very Best Of Billy J Kramer,Billy J. Kramer,1997,167506,25,0.576,0.731,0.528,3.64e-05,10,1,0.156,-9.832,0.0325,104.979,4,0.707
214,Under the Boardwalk,Under the Boardwalk,The Drifters,1964-06-01,161960,69,0.747,0.908,0.226,0.000168,7,1,0.107,-13.635,0.0414,123.792,4,0.778
215,Chapel Of Love,Full Metal Jacket (Original Motion Picture Soundtrack),The Dixie Cups,1987-08-04,167773,52,0.54,0.395,0.365,0.0,6,0,0.131,-13.56,0.0342,123.051,4,0.588
216,Suspicion,Suspicion,Terry Stafford,1994,154906,47,0.595,0.678,0.57,0.291,2,1,0.13,-11.301,0.0356,137.757,4,0.884
217,Rag Doll,The Very Best of Frankie Valli & The 4 Seasons,Frankie Valli & The Four Seasons,2003-01-14,181560,45,0.498,0.755,0.534,8.82e-05,10,1,0.0665,-8.346,0.0378,120.935,4,0.611
218,Dawn (Go Away),The Very Best of Frankie Valli & The 4 Seasons,Frankie Valli & The Four Seasons,2003-01-14,167760,42,0.63,0.509,0.598,1.39e-06,9,1,0.0802,-6.057,0.0355,133.756,4,0.851
219,Bread and Butter,Pop Hits of the 50's & 60's,The Newbeats,2011-09-20,122720,0,0.71,0.757,0.546,0.00981,2,1,0.152,-14.582,0.0469,82.182,4,0.897
220,It Hurts to Be in Love - Single (In the Style of Gene Pitney) [Performance Track with Demonstration Vocals],It Hurts to Be in Love - Single (In the Style of Gene Pitney) [Performance Track with Demonstration Vocals],Done Again,2012-03-28,163328,0,0.618,0.0711,0.497,0.0,6,1,0.0851,-9.155,0.0287,131.754,4,0.798
221,Dead Man's Curve,Dead Man's Curve/New Girl In School,Jan & Dean,2010-01-01,151160,45,0.459,0.677,0.703,0.000707,6,1,0.0815,-9.578,0.041,133.5,4,0.904
222,Come A Little Bit Closer,Come A Little Bit Closer: The Best Of Jay & The Americans,Jay & The Americans,1964,166666,68,0.636,0.52,0.684,0.0015,3,1,0.534,-9.302,0.057,132.509,4,0.881
223,A World Without Love,The Ultimate Peter And Gordon,Peter And Gordon,2001-02-04,160880,43,0.512,0.232,0.658,0.0,1,0,0.108,-9.972,0.0607,129.861,4,0.752
224,Have I the Right,Have I The Right - The Very Best Of The Honeycombs,The Honeycombs,2003-02-28,178040,36,0.368,0.024,0.891,0.000611,1,0,0.194,-8.067,0.26,142.216,4,0.527
225,Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers - Their Very Best,The Serendipity Singers,2008-06-12,163600,14,0.691,0.379,0.459,0.0,2,1,0.118,-9.807,0.245,129.608,4,0.81
226,Baby Love,Golden Moments,The Supremes,2010-09-06,157373,0,0.579,0.35,0.637,0.0,0,1,0.0905,-6.201,0.0289,135.28,4,0.719
227,Let It Be,Doo Wop Golden Oldies Vol 3,Jerry Butler & Betty Everett,2009,168132,0,0.285,0.771,0.198,0.0,10,1,0.0961,-18.759,0.0313,93.388,3,0.332
228,Wishin' And Hopin',The Very Best Of Dusty Springfield,Dusty Springfield,1998-04-21,176493,0,0.673,0.203,0.407,0.0,11,1,0.164,-8.409,0.0424,108.035,4,0.679
229,You Don't Own Me - Rerecorded,Her Very Best (Rerecorded Version),Lesley Gore,1978,152080,36,0.428,0.686,0.416,0.00204,8,1,0.195,-6.692,0.0271,96.309,3,0.322
230,Walk On By,Walk On By,Dionne Warwick,2007-02-06,158093,0,0.61,0.288,0.494,6.51e-05,5,1,0.189,-6.839,0.0224,100.114,4,0.604
231,House Of The Rising Sun,The Best Of The Animals,The Animals,1966-02,269720,63,0.315,0.000825,0.534,0.108,9,0,0.101,-7.552,0.031,116.891,3,0.283
232,G.T.O.,G.T.O. Best Of The Mala Recordings,Ronny & The Daytonas,2005-09-20,149333,43,0.482,0.574,0.615,7.96e-06,4,1,0.795,-7.047,0.0468,83.117,4,0.932
233,Memphis,Johnny Rivers Greatest Hits,Johnny Rivers,1998,156093,0,0.627,0.0603,0.258,0.000324,9,1,0.968,-19.29,0.0884,187.036,4,0.628
234,White On White,Lost Hits Of The 60's (All Original Artists & Versions),Danny Williams,2010-01-01,138786,20,0.651,0.854,0.537,0.0,0,1,0.304,-7.944,0.026,112.825,4,0.746
235,Hey Little Cobra,Hey Little Cobra,The Rip Chords,1962,119960,35,0.563,0.531,0.754,0.0,6,1,0.379,-7.442,0.0676,156.664,4,0.918
236,The Shoop Shoop Song (It's in His Kiss),Super Hits of the '60s,Betty Everett,2008-07-01,132013,0,0.544,0.704,0.646,0.0,9,1,0.186,-2.691,0.0431,123.595,4,0.939
237,Bits and Pieces - Single (In the Style of Dave Clark Five) [Performance Track with Demonstration Vocals],Bits and Pieces - Single (In the Style of Dave Clark Five) [Performance Track with Demonstration Vocals],Done Again,2012-01-26,117721,6,0.758,0.2,0.518,0.0,0,1,0.072,-12.926,0.0345,143.125,4,0.965
238,My Boy Lollipop,"Ska's The Limit 1959-1964, Vol.1",Millie Small,1997-01-01,120373,29,0.693,0.169,0.441,0.000102,2,1,0.153,-13.275,0.0567,132.529,4,0.963
239,"Um, Um, Um, Um, Um, Um",The Very Best Of Major Lance,Major Lance,2000-09-05,139440,30,0.851,0.139,0.426,0.0,11,0,0.331,-11.192,0.0689,117.383,4,0.9
240,The Little Old Lady (From Pasadena),The Little Old Lady From Pasadena,Jan & Dean,1964,166040,47,0.478,0.548,0.817,4e-05,3,1,0.0444,-5.48,0.0316,145.946,4,0.943
241,Don't Let The Sun Catch You Crying - Re-Recording,Gerry And The Pacemakers: Take Ten (Re-Recording),Gerry & The Pacemakers,2010-06-22,152579,0,0.521,0.732,0.301,0.609,1,1,0.0917,-15.565,0.0298,106.676,4,0.611
242,A Summer Song,Sounds Of The City - London,Chad & Jeremy,2009-11-27,154697,0,0.579,0.674,0.6,0.00695,9,1,0.469,-7.352,0.0318,125.29,4,0.378
243,The Girl From Ipanema - Stereo Version,Stan Getz's Finest Hour,Stan Getz,2000-01-01,325506,0,0.66,0.888,0.124,0.000764,5,0,0.111,-19.2,0.0496,129.919,4,0.362
244,Remember (Walkin' In The Sand),60s Girl Groups - The Shangri-Las & The Crystals,The Shangri-Las,2008-01-01,134080,0,0.265,0.674,0.536,0.00561,2,0,0.188,-7.893,0.0492,63.54,4,0.435
245,C'mon And Swim,Do You Wanna Dance - Greatest Hits,Bobby Freeman,2010-11-09,187826,0,0.501,0.315,0.602,5.35e-06,0,0,0.469,-9.249,0.0378,157.746,4,0.914
246,Keep On Pushing - Single Version,Curtis Mayfield & The Impressions - Universal Masters,The Impressions,2003-01-01,150906,0,0.665,0.471,0.39,0.0,1,0,0.165,-12.2,0.0665,133.611,3,0.548
247,Baby I Need Your Loving,Four Tops Greatest Hits,Four Tops,2009-01-07,179373,1,0.728,0.711,0.542,0.0,3,1,0.0435,-6.444,0.0304,122.34,4,0.622
248,Navy Blue,The 60's Collection Vol. 2,Diane Renay,2011-11-16,151045,0,0.665,0.294,0.798,0.0,9,0,0.0856,-9.696,0.075,137.939,4,0.96
249,Diane,The Wonderful World of the 60's - 100 Hit Songs,The Bachelors,2008-05-29,148693,10,0.586,0.517,0.384,4.41e-06,0,0,0.263,-11.677,0.0308,126.111,4,0.53
250,Wooly Bully,Mad Men: A Musical Companion (1960-1965),Sam The Sham & The Pharaohs,2011-01-01,139906,0,0.602,0.751,0.73,1.54e-06,7,1,0.23,-7.673,0.067,139.889,4,0.561
251,"I Can’t Help Myself (Sugar Pie, Honey Bunch)",Golden Moments,Four Tops,2010-09-06,165920,0,0.692,0.203,0.651,0.0,0,1,0.114,-7.466,0.0296,126.815,4,0.966
252,(I Can't Get No) Satisfaction - (Original Single Mono Version),Singles 1965-1967,The Rolling Stones,2004-07-12,222973,47,0.723,0.0412,0.881,0.0263,2,1,0.095,-6.801,0.0332,136.277,4,0.935
253,You Were On My Mind,You Were On My Mind,We Five,2010-01-01,155960,46,0.507,0.554,0.56,0.0,1,0,0.0517,-8.118,0.0473,143.259,4,0.645
254,You've Lost That Lovin' Feelin' - Single Version,The Definitive Collection,The Righteous Brothers,2009-01-01,223360,34,0.37,0.521,0.43,0.0,1,1,0.101,-9.591,0.0268,94.545,4,0.406
255,Downtown - 64 Original Release With Petula Clark,Downtown,Petula Clark,2003,185053,0,0.477,0.731,0.718,0.0,4,1,0.226,-4.942,0.0483,118.203,4,0.553
256,Can't You Hear My Heartbeat,Herman's Hermits Retrospective,Herman's Hermits,1966-01-01,134840,38,0.581,0.0925,0.63,0.0,9,1,0.0648,-7.836,0.0334,136.994,3,0.91
257,Crying In the Chapel,Elvis Ultimate Gospel,Elvis Presley,2004-03-23,143026,0,0.41,0.931,0.228,3.64e-05,11,1,0.326,-14.887,0.0393,71.612,4,0.296
258,My Girl,Motown: The Complete No. 1's,The Temptations,2008-01-01,178120,0,0.604,0.536,0.548,0.0,0,1,0.594,-5.607,0.0703,105.003,4,0.577
259,"Help Me, Rhonda",50 Big Ones: Greatest Hits,The Beach Boys,2012-01-01,167506,43,0.519,0.106,0.707,1.21e-06,1,1,0.167,-7.483,0.0332,139.684,4,0.83
260,King Of The Road,Golden Hits forever V3,Roger Miller,2008-12-15,149960,0,0.646,0.763,0.261,0.0,11,1,0.0849,-15.913,0.0681,118.077,4,0.528
261,The Birds And The Bees - Re-Recording,The Sunshine Collection,Jewel Akens,2002-08-01,129266,21,0.838,0.585,0.512,0.0,10,0,0.103,-7.696,0.0359,106.067,4,0.902
262,"Hold Me, Thrill Me, Kiss Me",The Best Of Mel Carter,Mel Carter,1996-01-01,149533,54,0.463,0.745,0.555,0.0,1,0,0.163,-6.43,0.0381,73.613,4,0.515
263,Shotgun,Motown 1960s Volume 1,Jr. Walker & The All Stars,2001-01-01,185773,0,0.73,0.0268,0.543,0.00052,1,1,0.238,-8.285,0.0361,120.239,4,0.691
264,I Got You Babe,The Beat Goes On: Best Of,Sonny & Cher,1991-11-05,193840,61,0.621,0.246,0.708,2e-06,6,1,0.143,-9.057,0.0259,110.533,3,0.624
265,This Diamond Ring,The Best Of Gary Lewis And The Playboys,Gary Lewis & The Playboys,2011-01-01,136800,36,0.628,0.332,0.609,0.0,10,0,0.136,-10.635,0.0278,132.596,4,0.775
266,"The ""In"" Crowd - 1965/Live At Bohemian Caverns, D.C.",Priceless Jazz 18: Ramsey Lewis,Ramsey Lewis Trio,1998-01-01,346666,0,0.682,0.497,0.661,0.0742,7,1,0.944,-11.155,0.0611,142.13,4,0.581
267,"Mrs. Brown, You've Got A Lovely Daughter (Re-Recorded)",60s Classics,Herman's Hermits,2007-06-26,161920,0,0.493,0.678,0.732,5.42e-06,0,1,0.0895,-9.265,0.101,77.424,4,0.745
268,Stop! In The Name Of Love,Motown: The Complete No. 1's,The Supremes,2008-01-01,172040,0,0.603,0.799,0.633,0.0,0,1,0.115,-5.832,0.0287,115.884,4,0.504
269,Unchained Melody,The Very Best Of The Righteous Brothers - Unchained Melody,The Righteous Brothers,1990,216266,63,0.361,0.563,0.219,0.0,0,1,0.558,-16.553,0.0285,98.532,3,0.26
270,Silhouettes (Rerecorded Version),Greatest Hits: Herman's Hermits,Herman's Hermits,2012-11-18,127066,1,0.644,0.415,0.594,3.08e-06,8,1,0.568,-11.753,0.0421,120.01,4,0.865
271,I'll Never Find Another You,The Ultimate Collection,The Seekers,2007-03-26,162320,42,0.567,0.75,0.672,0.0837,10,1,0.367,-7.666,0.0336,126.509,4,0.79
272,Cara Mia,Come A Little Bit Closer: The Best Of Jay & The Americans,Jay & The Americans,1964,153160,36,0.367,0.29,0.707,3.17e-05,0,1,0.505,-9.392,0.046,127.7,4,0.525
273,Mr. Tambourine Man,THE ORIGINAL SINGLES 1965 - 1967 Volume I,The Byrds,1980-08-08,138000,34,0.478,0.68,0.548,0.761,2,1,0.349,-10.311,0.0318,120.886,4,0.878
274,Cast Your Fate To The Wind,Cast Your Fate To The Wind,Sounds Orchestral,1995,195000,0,0.56,0.426,0.302,0.747,8,1,0.109,-13.365,0.0363,128.659,4,0.339
275,"Yes, I'm Ready",Soul Bird - 20 Sensational Sexy Soul Singers,Barbara Mason,2009-10-15,182053,0,0.378,0.709,0.361,4.92e-06,5,1,0.548,-9.093,0.0258,87.378,3,0.323
276,What's New Pussycat?,The Best Of Tom Jones 20th Century Masters The Millennium Collection,Tom Jones,2000-01-01,124066,0,0.364,0.849,0.591,0.0,6,0,0.195,-8.251,0.269,184.018,3,0.59
277,Eve Of Destruction,The Best Of,Barry McGuire,2009-01-01,216813,0,0.585,0.352,0.414,0.0,2,1,0.102,-13.494,0.0442,116.483,4,0.773
278,Hang On Sloopy,Hang On Sloopy: The Best Of The McCoys,The McCoys,1995-06-06,231800,58,0.765,0.167,0.516,0.0,7,1,0.0723,-12.099,0.0334,115.248,4,0.936
279,Red Roses For A Blue Lady,Blue Midnight (Remastered),Bert Kaempfert,1964-01-01,139653,0,0.612,0.86,0.306,0.705,7,1,0.137,-12.595,0.0302,117.711,4,0.376
280,Papa's Got a Brand New Bag,Best of James Brown Live,James Brown,2010-04-13,136306,0,0.581,0.00342,0.787,0.499,10,0,0.299,-12.496,0.0678,163.355,4,0.613
281,Game Of Love (Re-Recorded),60s Classics,Wayne Fontana,2007-06-26,134093,0,0.68,0.522,0.513,0.329,2,1,0.122,-11.609,0.0571,113.693,4,0.921
282,The Name Game,25 #1 Hits Of The '60s,Shirley's Gang,2011-08-22,174893,0,0.782,0.0312,0.833,0.000681,0,1,0.138,-6.332,0.0604,79.958,4,0.929
283,I Know a Place,Best Of,Petula Clark,1996-04-22,162600,27,0.434,0.735,0.722,1.16e-05,4,1,0.634,-9.637,0.0496,137.936,4,0.614
284,Back In My Arms Again,Motown: The Complete No. 1's,The Supremes,2008-01-01,173840,0,0.659,0.08,0.698,2.17e-05,0,1,0.292,-6.154,0.0272,120.966,4,0.395
285,"Baby, I'm Yours",The Bridges Of Madison County Original Sound Track,Barbara Lewis,2005-09-13,152733,50,0.464,0.401,0.398,0.0,6,1,0.064,-14.282,0.03,98.256,4,0.817
286,Jolly Green Giant,The Best of The Kingsmen,The Kingsmen,2006-01-31,119170,25,0.527,0.619,0.615,0.0,10,1,0.164,-8.497,0.0373,134.809,4,0.964
287,Hush Hush Sweet Charlotte,Golden Hits forever V3,Patti Page,2008-12-15,157800,0,0.361,0.516,0.407,0.0,10,1,0.342,-11.86,0.0285,85.391,4,0.464
288,Like a Rolling Stone,Highway 61 Revisited,Bob Dylan,1965-08-30,369600,74,0.482,0.731,0.721,0.0,0,1,0.189,-6.839,0.0321,95.263,4,0.557
